attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,base_shift_m,base_yaw_deg,finger_contact_n,forearm_contact_n,fell,cup_lift_m,cup_tilt_deg
4,3,0.06,spawn,0.01933,0.01852,-0.00553,0.01801,0.0024,-0.28,20.52,0.3457,0.003,-0.122,0.0,0.0,0,0.0,0.0
5,3,0.06,spawn,0.01933,0.01852,-0.00553,0.01801,0.0024,-0.28,20.52,0.3457,0.003,-0.122,0.0,0.0,0,0.0,0.0
6,3,0.06,spawn,0.01933,0.01852,-0.00553,0.01802,0.0024,-0.28,20.52,0.3457,0.003,-0.122,0.0,0.0,0,0.0,0.0
7,3,0.06,spawn,0.01933,0.01852,-0.00553,0.01801,0.0024,-0.28,20.52,0.3457,0.003,-0.122,0.0,0.0,0,0.0,0.0
0,4,0.08,spawn,0.01721,0.01359,-0.01056,0.01616,0.003,1.48,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
1,4,0.08,spawn,0.01721,0.01359,-0.01056,0.01616,0.003,1.47,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
2,4,0.08,spawn,0.01723,0.01361,-0.01056,0.01618,0.003,1.47,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
3,4,0.08,spawn,0.01721,0.01359,-0.01056,0.01616,0.003,1.48,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
4,4,0.08,spawn,0.01723,0.01361,-0.01056,0.01618,0.003,1.47,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
5,4,0.08,spawn,0.01723,0.01361,-0.01056,0.01618,0.003,1.47,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
6,4,0.08,spawn,0.01721,0.01359,-0.01056,0.01616,0.003,1.48,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
7,4,0.08,spawn,0.01721,0.01359,-0.01056,0.01616,0.003,1.48,25.89,0.3425,0.0036,-0.106,0.0,0.0,0,0.0,0.0
0,5,0.1,spawn,0.01556,0.00686,-0.01397,0.01523,0.0036,3.1,31.18,0.3391,0.0044,-0.073,0.0,0.0,0,0.0,0.0
1,5,0.1,spawn,0.01557,0.00686,-0.01398,0.01524,0.0036,3.1,31.18,0.3391,0.0044,-0.073,0.0,0.0,0,0.0,0.0
2,5,0.1,spawn,0.01555,0.00684,-0.01396,0.01522,0.0036,3.1,31.18,0.3391,0.0044,-0.072,0.0,0.0,0,0.0,0.0
3,5,0.1,spawn,0.01557,0.00686,-0.01397,0.01524,0.0036,3.1,31.18,0.3391,0.0044,-0.073,0.0,0.0,0,0.0,0.0
4,5,0.1,spawn,0.01555,0.00684,-0.01396,0.01522,0.0036,3.1,31.18,0.3391,0.0044,-0.072,0.0,0.0,0,0.0,0.0
5,5,0.1,spawn,0.01555,0.00684,-0.01396,0.01522,0.0036,3.1,31.18,0.3391,0.0044,-0.072,0.0,0.0,0,0.0,0.0
6,5,0.1,spawn,0.01557,0.00685,-0.01398,0.01523,0.0036,3.1,31.18,0.3391,0.0044,-0.073,0.0,0.0,0,0.0,0.0
7,5,0.1,spawn,0.01556,0.00685,-0.01397,0.01523,0.0036,3.1,31.18,0.3391,0.0044,-0.073,0.0,0.0,0,0.0,0.0
0,6,0.12,spawn,0.01267,0.00342,-0.0122,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.024,0.0,0.0,0,0.0,0.0
1,6,0.12,spawn,0.01268,0.00342,-0.01221,0.01375,0.0042,4.49,36.32,0.3357,0.0053,-0.025,0.0,0.0,0,0.0,0.0
2,6,0.12,spawn,0.01267,0.00343,-0.0122,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.024,0.0,0.0,0,0.0,0.0
3,6,0.12,spawn,0.01267,0.00341,-0.01221,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.025,0.0,0.0,0,0.0,0.0
4,6,0.12,spawn,0.01267,0.00342,-0.0122,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.024,0.0,0.0,0,0.0,0.0
5,6,0.12,spawn,0.01267,0.00342,-0.0122,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.024,0.0,0.0,0,0.0,0.0
6,6,0.12,spawn,0.01268,0.00341,-0.01221,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.024,0.0,0.0,0,0.0,0.0
7,6,0.12,spawn,0.01268,0.00341,-0.01221,0.01374,0.0042,4.49,36.32,0.3357,0.0053,-0.024,0.0,0.0,0,0.0,0.0
0,7,0.14,spawn,0.01575,0.01281,-0.00918,0.01803,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
1,7,0.14,spawn,0.01576,0.01281,-0.00918,0.01804,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
2,7,0.14,spawn,0.01576,0.01282,-0.00918,0.01805,0.0048,5.39,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
3,7,0.14,spawn,0.01575,0.01281,-0.00918,0.01803,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
4,7,0.14,spawn,0.01576,0.01281,-0.00917,0.01804,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
5,7,0.14,spawn,0.01576,0.01281,-0.00917,0.01804,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
6,7,0.14,spawn,0.01576,0.01281,-0.00918,0.01803,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
7,7,0.14,spawn,0.01576,0.01281,-0.00918,0.01804,0.0048,5.4,41.31,0.3325,0.0063,0.03,0.0,0.0,0,0.0,0.0
0,8,0.16,spawn,0.01464,0.01293,-0.00685,0.01599,0.0054,7.11,46.05,0.3295,0.0072,0.014,0.0,0.0,0,0.0,0.0
1,8,0.16,spawn,0.01464,0.01293,-0.00685,0.01599,0.0054,7.1,46.05,0.3295,0.0072,0.013,0.0,0.0,0,0.0,0.0
2,8,0.16,spawn,0.01464,0.01294,-0.00686,0.016,0.0054,7.1,46.05,0.3295,0.0072,0.014,0.0,0.0,0,0.0,0.0
3,8,0.16,spawn,0.01464,0.01294,-0.00685,0.01599,0.0054,7.1,46.05,0.3295,0.0072,0.013,0.0,0.0,0,0.0,0.0
4,8,0.16,spawn,0.01464,0.01294,-0.00686,0.016,0.0054,7.11,46.05,0.3295,0.0072,0.014,0.0,0.0,0,0.0,0.0
5,8,0.16,spawn,0.01465,0.01294,-0.00686,0.016,0.0054,7.11,46.05,0.3295,0.0072,0.014,0.0,0.0,0,0.0,0.0
6,8,0.16,spawn,0.01464,0.01293,-0.00685,0.01599,0.0054,7.1,46.05,0.3295,0.0072,0.014,0.0,0.0,0,0.0,0.0
7,8,0.16,spawn,0.01464,0.01294,-0.00685,0.01599,0.0054,7.1,46.05,0.3295,0.0072,0.014,0.0,0.0,0,0.0,0.0
0,9,0.18,spawn,0.01349,0.01177,-0.0066,0.01358,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
1,9,0.18,spawn,0.01348,0.01176,-0.00659,0.01357,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
2,9,0.18,spawn,0.01351,0.01177,-0.00663,0.0136,0.006,8.62,50.79,0.3267,0.0081,-0.018,0.0,0.0,0,0.0,0.0
3,9,0.18,spawn,0.01349,0.01178,-0.00659,0.01359,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
4,9,0.18,spawn,0.0135,0.01177,-0.00661,0.01359,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
5,9,0.18,spawn,0.0135,0.01177,-0.00661,0.01359,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
6,9,0.18,spawn,0.01349,0.01177,-0.00659,0.01358,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
7,9,0.18,spawn,0.0135,0.01177,-0.0066,0.01359,0.006,8.62,50.79,0.3268,0.0081,-0.018,0.0,0.0,0,0.0,0.0
0,10,0.2,spawn,0.0119,0.01045,-0.00569,0.01179,0.0066,8.99,55.45,0.3244,0.009,-0.036,0.0,0.0,0,0.0,0.0
1,10,0.2,spawn,0.01189,0.01044,-0.00569,0.01178,0.0066,8.99,55.45,0.3244,0.009,-0.036,0.0,0.0,0,0.0,0.0
2,10,0.2,spawn,0.0119,0.01044,-0.00572,0.01179,0.0066,8.98,55.45,0.3244,0.009,-0.036,0.0,0.0,0,0.0,0.0
3,10,0.2,spawn,0.0119,0.01045,-0.00569,0.01178,0.0066,8.99,55.45,0.3244,0.009,-0.036,0.0,0.0,0,0.0,0.0
4,10,0.2,spawn,0.01191,0.01046,-0.0057,0.0118,0.0066,8.99,55.45,0.3244,0.009,-0.036,0.0,0.0,0,0.0,0.0
5,10,0.2,spawn,0.01191,0.01045,-0.00571,0.0118,0.0066,8.99,55.45,0.3244,0.009,-0.036,0.0,0.0,0,0.0,0.0
6,10,0.2,spawn,0.01189,0.01044,-0.00569,0.01178,0.0066,8.99,55.45,0.3245,0.009,-0.036,0.0,0.0,0,0.0,0.0
7,10,0.2,spawn,0.0119,0.01045,-0.00569,0.01178,0.0066,8.99,55.45,0.3245,0.009,-0.036,0.0,0.0,0,0.0,0.0
0,11,0.22,spawn,0.0119,0.01171,-0.00211,0.01188,0.0072,9.54,59.96,0.3225,0.0101,-0.052,0.0,0.0,0,0.0,0.0
1,11,0.22,spawn,0.01191,0.01172,-0.00212,0.01189,0.0072,9.54,59.96,0.3224,0.0101,-0.052,0.0,0.0,0,0.0,0.0
2,11,0.22,spawn,0.01188,0.01168,-0.00214,0.01186,0.0072,9.54,59.96,0.3224,0.0101,-0.052,0.0,0.0,0,0.0,0.0
3,11,0.22,spawn,0.0119,0.01171,-0.00211,0.01188,0.0072,9.54,59.96,0.3225,0.0101,-0.052,0.0,0.0,0,0.0,0.0
4,11,0.22,spawn,0.0119,0.01171,-0.00212,0.01187,0.0072,9.54,59.96,0.3225,0.0101,-0.052,0.0,0.0,0,0.0,0.0
5,11,0.22,spawn,0.01189,0.0117,-0.00212,0.01187,0.0072,9.54,59.96,0.3225,0.0101,-0.052,0.0,0.0,0,0.0,0.0
6,11,0.22,spawn,0.0119,0.01171,-0.00211,0.01188,0.0072,9.54,59.96,0.3225,0.0101,-0.052,0.0,0.0,0,0.0,0.0
7,11,0.22,spawn,0.0119,0.01171,-0.00212,0.01188,0.0072,9.54,59.96,0.3225,0.0101,-0.052,0.0,0.0,0,0.0,0.0
0,12,0.24,spawn,0.01232,0.01224,0.00143,0.01232,0.0078,10.13,64.42,0.3207,0.0112,-0.103,0.0,0.0,0,0.0,0.0
1,12,0.24,spawn,0.01228,0.01219,0.00143,0.01228,0.0078,10.12,64.42,0.3207,0.0112,-0.103,0.0,0.0,0,0.0,0.0
2,12,0.24,spawn,0.01234,0.01226,0.0014,0.01234,0.0078,10.13,64.42,0.3207,0.0112,-0.103,0.0,0.0,0,0.0,0.0
3,12,0.24,spawn,0.01231,0.01222,0.00144,0.01231,0.0078,10.13,64.42,0.3207,0.0112,-0.103,0.0,0.0,0,0.0,0.0
4,12,0.24,spawn,0.01235,0.01227,0.00142,0.01235,0.0078,10.13,64.42,0.3207,0.0112,-0.103,0.0,0.0,0,0.0,0.0
5,12,0.24,spawn,0.01235,0.01227,0.00142,0.01235,0.0078,10.13,64.42,0.3207,0.0112,-0.103,0.0,0.0,0,0.0,0.0
6,12,0.24,spawn,0.01229,0.0122,0.00144,0.01229,0.0078,10.12,64.42,0.3208,0.0112,-0.103,0.0,0.0,0,0.0,0.0
7,12,0.24,spawn,0.0123,0.01221,0.00143,0.0123,0.0078,10.12,64.42,0.3208,0.0112,-0.103,0.0,0.0,0,0.0,0.0
0,13,0.26,spawn,0.0121,0.01139,0.00406,0.0121,0.0084,10.3,68.79,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
1,13,0.26,spawn,0.01209,0.0114,0.00404,0.01209,0.0084,10.3,68.79,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
2,13,0.26,spawn,0.01207,0.01137,0.00405,0.01207,0.0084,10.29,68.8,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
3,13,0.26,spawn,0.01209,0.01139,0.00406,0.01209,0.0084,10.3,68.79,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
4,13,0.26,spawn,0.01209,0.01139,0.00406,0.01209,0.0084,10.29,68.79,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
5,13,0.26,spawn,0.01209,0.01139,0.00406,0.01209,0.0084,10.29,68.79,0.3194,0.0122,-0.155,0.0,0.0,0,0.0,0.0
6,13,0.26,spawn,0.01209,0.01139,0.00406,0.01209,0.0084,10.3,68.79,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
7,13,0.26,spawn,0.01209,0.01139,0.00405,0.01209,0.0084,10.3,68.79,0.3194,0.0122,-0.156,0.0,0.0,0,0.0,0.0
0,14,0.28,spawn,0.01096,0.00951,0.00545,0.01096,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
1,14,0.28,spawn,0.01095,0.00952,0.00541,0.01095,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
2,14,0.28,spawn,0.01094,0.00949,0.00545,0.01094,0.009,10.03,73.07,0.3183,0.0132,-0.202,0.0,0.0,0,0.0,0.0
3,14,0.28,spawn,0.01097,0.00952,0.00545,0.01097,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
4,14,0.28,spawn,0.01096,0.0095,0.00546,0.01095,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
5,14,0.28,spawn,0.01096,0.00951,0.00546,0.01096,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
6,14,0.28,spawn,0.01097,0.00953,0.00544,0.01097,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
7,14,0.28,spawn,0.01096,0.00952,0.00543,0.01096,0.009,10.03,73.06,0.3183,0.0132,-0.201,0.0,0.0,0,0.0,0.0
0,15,0.3,spawn,0.00898,0.00656,0.00613,0.00898,0.0096,9.44,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
1,15,0.3,spawn,0.00895,0.00655,0.00611,0.00895,0.0096,9.43,77.14,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
2,15,0.3,spawn,0.00899,0.00657,0.00613,0.00899,0.0096,9.44,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
3,15,0.3,spawn,0.00898,0.00656,0.00613,0.00898,0.0096,9.44,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
4,15,0.3,spawn,0.00899,0.00657,0.00614,0.00899,0.0096,9.44,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
5,15,0.3,spawn,0.009,0.00658,0.00614,0.009,0.0096,9.44,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
6,15,0.3,spawn,0.00898,0.00656,0.00613,0.00898,0.0096,9.43,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
7,15,0.3,spawn,0.00897,0.00656,0.00612,0.00897,0.0096,9.43,77.13,0.3174,0.014,-0.248,0.0,0.0,0,0.0,0.0
0,16,0.32,spawn,0.00932,0.00483,0.00798,0.00932,0.0102,8.94,80.31,0.3168,0.0149,-0.294,0.0,0.0,0,0.0,0.0
1,16,0.32,spawn,0.0093,0.00481,0.00796,0.0093,0.0102,8.94,80.31,0.3167,0.0149,-0.294,0.0,0.0,0,0.0,0.0
2,16,0.32,spawn,0.00932,0.00483,0.00797,0.00932,0.0102,8.95,80.31,0.3167,0.0149,-0.294,0.0,0.0,0,0.0,0.0
3,16,0.32,spawn,0.00933,0.00483,0.00798,0.00933,0.0102,8.94,80.31,0.3168,0.0149,-0.294,0.0,0.0,0,0.0,0.0
4,16,0.32,spawn,0.00933,0.00483,0.00798,0.00933,0.0102,8.94,80.31,0.3168,0.0149,-0.294,0.0,0.0,0,0.0,0.0
5,16,0.32,spawn,0.00933,0.00484,0.00798,0.00933,0.0102,8.95,80.31,0.3168,0.0149,-0.294,0.0,0.0,0,0.0,0.0
6,16,0.32,spawn,0.00932,0.00483,0.00798,0.00932,0.0102,8.94,80.31,0.3168,0.0149,-0.294,0.0,0.0,0,0.0,0.0
7,16,0.32,spawn,0.00932,0.00483,0.00797,0.00932,0.0102,8.94,80.31,0.3168,0.0149,-0.294,0.0,0.0,0,0.0,0.0
0,17,0.34,spawn,0.01057,0.003,0.01014,0.01057,0.0108,8.23,81.7,0.3164,0.0157,-0.315,0.0,0.0,0,0.0,0.0
1,17,0.34,spawn,0.01055,0.00301,0.01011,0.01055,0.0108,8.23,81.7,0.3164,0.0157,-0.315,0.0,0.0,0,0.0,0.0
2,17,0.34,spawn,0.01056,0.00299,0.01013,0.01056,0.0108,8.23,81.7,0.3164,0.0157,-0.314,0.0,0.0,0,0.0,0.0
3,17,0.34,spawn,0.01057,0.00301,0.01013,0.01057,0.0108,8.23,81.7,0.3164,0.0157,-0.315,0.0,0.0,0,0.0,0.0
4,17,0.34,spawn,0.01057,0.00301,0.01013,0.01057,0.0108,8.23,81.7,0.3164,0.0157,-0.314,0.0,0.0,0,0.0,0.0
5,17,0.34,spawn,0.01057,0.003,0.01014,0.01057,0.0108,8.23,81.7,0.3164,0.0157,-0.314,0.0,0.0,0,0.0,0.0
6,17,0.34,spawn,0.01057,0.00301,0.01013,0.01057,0.0108,8.23,81.7,0.3164,0.0157,-0.315,0.0,0.0,0,0.0,0.0
7,17,0.34,spawn,0.01056,0.00301,0.01013,0.01056,0.0108,8.23,81.7,0.3164,0.0157,-0.315,0.0,0.0,0,0.0,0.0
0,18,0.36,spawn,0.01255,0.00264,0.01227,0.01255,0.0114,7.59,80.37,0.3162,0.0166,-0.328,0.0,0.0,0,0.0,0.0
1,18,0.36,spawn,0.01252,0.0026,0.01225,0.01252,0.0114,7.59,80.37,0.3161,0.0165,-0.328,0.0,0.0,0,0.0,0.0
2,18,0.36,spawn,0.01256,0.00269,0.01227,0.01256,0.0114,7.59,80.36,0.3162,0.0166,-0.329,0.0,0.0,0,0.0,0.0
3,18,0.36,spawn,0.01254,0.00262,0.01227,0.01254,0.0114,7.59,80.37,0.3162,0.0166,-0.328,0.0,0.0,0,0.0,0.0
4,18,0.36,spawn,0.01255,0.00264,0.01227,0.01255,0.0114,7.59,80.37,0.3162,0.0166,-0.328,0.0,0.0,0,0.0,0.0
5,18,0.36,spawn,0.01256,0.00266,0.01227,0.01256,0.0114,7.59,80.37,0.3162,0.0166,-0.328,0.0,0.0,0,0.0,0.0
6,18,0.36,spawn,0.01254,0.00262,0.01227,0.01254,0.0114,7.59,80.37,0.3162,0.0166,-0.328,0.0,0.0,0,0.0,0.0
7,18,0.36,spawn,0.01254,0.00261,0.01226,0.01254,0.0114,7.59,80.37,0.3162,0.0166,-0.328,0.0,0.0,0,0.0,0.0
0,19,0.38,spawn,0.01478,0.0043,0.01414,0.01478,0.012,7.07,77.06,0.316,0.0174,-0.347,0.0,0.0,0,0.0,0.0
1,19,0.38,spawn,0.01478,0.00434,0.01412,0.01478,0.012,7.07,77.06,0.316,0.0174,-0.347,0.0,0.0,0,0.0,0.0
2,19,0.38,spawn,0.01476,0.00423,0.01414,0.01476,0.012,7.07,77.07,0.316,0.0174,-0.346,0.0,0.0,0,0.0,0.0
3,19,0.38,spawn,0.01479,0.00435,0.01414,0.01479,0.012,7.07,77.06,0.316,0.0174,-0.347,0.0,0.0,0,0.0,0.0
4,19,0.38,spawn,0.01478,0.00431,0.01414,0.01478,0.012,7.07,77.06,0.316,0.0174,-0.346,0.0,0.0,0,0.0,0.0
5,19,0.38,spawn,0.01478,0.00429,0.01415,0.01478,0.012,7.07,77.06,0.316,0.0174,-0.346,0.0,0.0,0,0.0,0.0
6,19,0.38,spawn,0.01479,0.00433,0.01414,0.01479,0.012,7.07,77.06,0.316,0.0174,-0.347,0.0,0.0,0,0.0,0.0
7,19,0.38,spawn,0.01478,0.00432,0.01414,0.01478,0.012,7.07,77.06,0.316,0.0174,-0.347,0.0,0.0,0,0.0,0.0
0,20,0.4,spawn,0.01647,0.00372,0.01604,0.01647,0.0126,6.39,73.18,0.3159,0.0182,-0.332,0.0,0.0,0,0.0,0.0
1,20,0.4,spawn,0.01645,0.00375,0.01602,0.01645,0.0126,6.39,73.18,0.3159,0.0182,-0.332,0.0,0.0,0,0.0,0.0
2,20,0.4,spawn,0.01646,0.00368,0.01604,0.01646,0.0126,6.38,73.19,0.3159,0.0182,-0.331,0.0,0.0,0,0.0,0.0
3,20,0.4,spawn,0.01647,0.00376,0.01603,0.01647,0.0126,6.39,73.18,0.3159,0.0182,-0.332,0.0,0.0,0,0.0,0.0
4,20,0.4,spawn,0.01646,0.00373,0.01603,0.01646,0.0126,6.39,73.18,0.3159,0.0182,-0.331,0.0,0.0,0,0.0,0.0
5,20,0.4,spawn,0.01647,0.00372,0.01604,0.01647,0.0126,6.39,73.18,0.3159,0.0182,-0.331,0.0,0.0,0,0.0,0.0
6,20,0.4,spawn,0.01647,0.00375,0.01604,0.01647,0.0126,6.38,73.18,0.3159,0.0182,-0.332,0.0,0.0,0,0.0,0.0
7,20,0.4,spawn,0.01647,0.00374,0.01604,0.01647,0.0126,6.38,73.18,0.3159,0.0182,-0.332,0.0,0.0,0,0.0,0.0
0,21,0.42,spawn,0.01965,0.00754,0.01814,0.01965,0.0132,5.43,68.89,0.3158,0.019,-0.341,0.0,0.0,0,0.0,0.0
1,21,0.42,spawn,0.01957,0.00741,0.01812,0.01957,0.0132,5.43,68.89,0.3158,0.0189,-0.34,0.0,0.0,0,0.0,0.0
2,21,0.42,spawn,0.01975,0.00775,0.01817,0.01975,0.0132,5.42,68.89,0.3158,0.019,-0.343,0.0,0.0,0,0.0,0.0
3,21,0.42,spawn,0.0196,0.00744,0.01813,0.0196,0.0132,5.43,68.89,0.3158,0.019,-0.341,0.0,0.0,0,0.0,0.0
4,21,0.42,spawn,0.01965,0.00756,0.01814,0.01965,0.0132,5.43,68.89,0.3158,0.019,-0.341,0.0,0.0,0,0.0,0.0
5,21,0.42,spawn,0.01968,0.00762,0.01815,0.01968,0.0132,5.43,68.89,0.3158,0.019,-0.341,0.0,0.0,0,0.0,0.0
6,21,0.42,spawn,0.01961,0.00745,0.01814,0.01961,0.0132,5.43,68.89,0.3158,0.019,-0.341,0.0,0.0,0,0.0,0.0
