step,wall_time,Episode_Reward/action_rate,Episode_Reward/action_rate_arm,Episode_Reward/alive,Episode_Reward/ang_vel_xy,Episode_Reward/base_height,Episode_Reward/collision,Episode_Reward/dof_acc,Episode_Reward/dof_acc_arm,Episode_Reward/dof_pos_limits,Episode_Reward/dof_vel,Episode_Reward/dof_vel_arm,Episode_Reward/feet_air_time,Episode_Reward/feet_contact_forces,Episode_Reward/feet_contact_number,Episode_Reward/feet_drag,Episode_Reward/feet_height,Episode_Reward/feet_height_high,Episode_Reward/feet_pos_xy,Episode_Reward/hip_pos,Episode_Reward/lin_vel_z,Episode_Reward/ref_dof_leg,Episode_Reward/stand_still,Episode_Reward/torque_limits,Episode_Reward/torques,Episode_Reward/tracking_ang_vel,Episode_Reward/tracking_ee_force_world,Episode_Reward/tracking_lin_vel_force_world,Loss/base_velocity,Loss/effective_lr,Loss/entropy,Loss/estimator,Loss/force_base,Loss/force_ee,Loss/gripper_pos,Loss/kl,Loss/kl_above_upper,Loss/kl_below_lower,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
44,1789952761.822,-0.3812372,-0.4019261,1.207886,-0.0687924,-0.005814455,-0.05874998,-0.1311456,-0.01648638,-0.0003332663,-0.09178737,-0.001680011,-0.03835999,-0.002137859,0.921993,-0.03059602,-0.0406357,-0.00113832,-0.04637743,-0.0564149,-0.03342041,0.6334959,0.1106013,-0.004632124,-0.003188209,0.3466868,0.7597742,1.013347,0.003263666,0.0001975309,24.24346,0.005282694,0.0003473813,0.0004012162,0.001270431,0.01659067,0.15,0.1,0.0001975309,-0.0258872,0.07666159,0.996659,1.594187,37942,0.9302623,978.3,83.89522
45,1789952764.424,-0.4806841,-0.510719,1.498514,-0.08387145,-0.007446069,-0.1241666,-0.1615527,-0.02062538,-0.01171093,-0.1137322,-0.002084847,-0.04789999,-0.0023323,1.101115,-0.03898232,-0.05381408,-2.025228e-05,-0.05602362,-0.07108863,-0.04162624,0.7838463,0.1113191,-0.005650986,-0.004116063,0.4178187,0.9474208,1.220676,0.003221741,0.0004444444,24.2048,0.005237449,0.0003417998,0.0003950133,0.001278895,0.01402236,0,0.1,0.0004444444,-0.02472974,0.07272103,0.9955516,1.599053,37887,0.9282901,987.57,85.83117
46,1789952767.022,-0.4743238,-0.499323,1.498514,-0.08188167,-0.006614625,-0.0175,-0.1606089,-0.02056734,-0.028848,-0.112128,-0.002083331,-0.03511,-0.002801916,1.182257,-0.03669909,-0.04211363,0,-0.05664964,-0.06555479,-0.03886192,0.7883224,0.1943478,-0.005655069,-0.003966265,0.3982906,1.014256,1.274355,0.003138071,0.0001975309,24.15483,0.005167094,0.0003315193,0.0003880779,0.001309426,0.01719247,0.15,0.05,0.0001975309,-0.02656676,0.07558127,0.9907677,1.600431,37937,0.9260514,992.24,86.88482
47,1789952769.613,-0.472696,-0.508854,1.498514,-0.08136798,-0.006543008,-0.04500001,-0.1607914,-0.02046109,-0.01017501,-0.1112131,-0.002087357,-0.041352,-0.002352748,1.156908,-0.03601469,-0.04793317,0,-0.05559848,-0.06331575,-0.04187312,0.7902109,0.1556064,-0.005686448,-0.003978115,0.4281653,0.9987296,1.248976,0.003122771,0.0004444444,24.11556,0.005141444,0.000322934,0.0003686757,0.001327063,0.01470734,0,0.1,0.0004444444,-0.02400555,0.07542588,0.9906404,1.587326,38132,0.9234368,989.26,86.85201
48,1789952772.199,-0.4690123,-0.5053178,1.498514,-0.08536677,-0.00697346,-0.04555556,-0.1565964,-0.02088369,-0.0007946085,-0.1109315,-0.002089093,-0.03865555,-0.002365815,1.204647,-0.03718742,-0.04483657,0,-0.05579435,-0.07124583,-0.04060556,0.7859706,0.1723655,-0.005672223,-0.003944759,0.4132183,0.9569825,1.291539,0.003122218,0.0001975309,24.05931,0.00512409,0.0003087425,0.0003507309,0.001342398,0.01743861,0.15,0.05,0.0001975309,-0.0259627,0.08781029,0.989948,1.590157,38100,0.9214377,998.36,89.67802
49,1789952774.779,-0.4742776,-0.4962849,1.498514,-0.08347145,-0.007528385,-0.04062501,-0.1624125,-0.02059164,-0.003894496,-0.1136252,-0.002086938,-0.0505875,-0.00243482,1.112381,-0.03704887,-0.0571044,0,-0.05754727,-0.07692881,-0.04378836,0.7834587,0.09690653,-0.005693319,-0.004054803,0.3999982,0.9982914,1.135398,0.003087301,0.0004444444,24.02503,0.005115661,0.0003076357,0.0003372761,0.001383448,0.01508001,0,0.1,0.0004444444,-0.02410015,0.08990598,0.9863269,1.585478,38223,0.919292,999,89.67686
50,1789952777.360,-0.4676773,-0.4977401,1.498514,-0.07953748,-0.006571227,-0.0125,-0.1508509,-0.02036974,-0.0004199863,-0.106363,-0.00208459,-0.04716,-0.002504658,1.122132,-0.03693837,-0.05544784,0,-0.05321126,-0.06250145,-0.03961001,0.7891027,0.1116902,-0.005681218,-0.003863713,0.4184797,1.114404,1.488808,0.003028538,0.0002962963,23.98033,0.005103047,0.0003048595,0.0003391942,0.001430455,0.01734142,0.1,0.05,0.0002962963,-0.02447405,0.07802422,0.9884777,1.585936,38185,0.917611,997.07,89.18629
51,1789952779.934,-0.4664746,-0.494228,1.498514,-0.07976289,-0.006970026,-0.05666664,-0.1525173,-0.0200984,-0.0005508537,-0.1059816,-0.002088273,-0.03952999,-0.002024212,1.171316,-0.03681267,-0.04928776,0,-0.05581607,-0.07326602,-0.03848807,0.7880506,0.1480259,-0.005703551,-0.003902667,0.4479392,1.055777,1.23465,0.003028365,0.0001316872,23.94812,0.005092935,0.000303316,0.0003288098,0.001432444,0.01691665,0.2,0.1,0.0001316872,-0.02465797,0.07421121,0.9922392,1.575692,38281,0.9158738,990.83,90.05495
52,1789952782.498,-0.4599783,-0.4884655,1.498514,-0.08026648,-0.006926155,-0.04875001,-0.1539506,-0.02062639,-0.005443688,-0.107835,-0.00208179,-0.045095,-0.002349931,1.15577,-0.03583352,-0.05081178,0,-0.05431215,-0.06603253,-0.04408144,0.7882223,0.1387901,-0.005608761,-0.003953408,0.4279734,1.040479,1.263504,0.002974295,0.0002962963,23.90857,0.005018147,0.0002995627,0.0003228641,0.001421425,0.01530749,0.05,0.15,0.0002962963,-0.02322888,0.09378498,0.9790003,1.575327,38485,0.9133325,995.95,91.40652
53,1789952785.089,-0.4625224,-0.4918889,1.498514,-0.07897726,-0.007179236,-0.04666667,-0.1538831,-0.0204285,-0.004692123,-0.1062736,-0.002087378,-0.05028222,-0.00223442,1.133074,-0.03634205,-0.05474548,0,-0.05704863,-0.06888564,-0.04038711,0.786445,0.1115787,-0.005680955,-0.003945534,0.4233975,1.034549,1.206819,0.002912854,0.0002962963,23.8601,0.004914443,0.0002962367,0.0003072966,0.001398056,0.01500448,0.1,0.1,0.0002962963,-0.02198865,0.08374844,0.9922352,1.591899,38041,0.911398,995.97,92.60641
54,1789952787.657,-0.4569597,-0.4934413,1.498514,-0.07872885,-0.007155003,-0.018,-0.1524817,-0.02039306,-0.006197026,-0.1063337,-0.002084598,-0.04937999,-0.00218086,1.116346,-0.0358328,-0.05904847,0,-0.0571565,-0.07145339,-0.03826105,0.786947,0.0887145,-0.005611488,-0.00389802,0.4554344,1.046449,1.252647,0.002962106,0.0002962963,23.81931,0.004970001,0.0002848598,0.0003015553,0.00142148,0.0165576,0.1,0.1,0.0002962963,-0.02231147,0.07724612,1.000795,1.560767,38376,0.9095366,999,92.14396
55,1789952790.237,-0.4616156,-0.4795094,1.498514,-0.07799478,-0.006717756,-0.035,-0.149265,-0.01987816,-0.0004265217,-0.1037726,-0.002080002,-0.04009666,-0.00227198,1.195583,-0.03609952,-0.04620308,0,-0.05477428,-0.06341554,-0.04145043,0.7891798,0.1669618,-0.005618499,-0.003896993,0.4420884,0.9568896,1.336087,0.00293958,0.0002962963,23.78324,0.005008089,0.0002781052,0.0002996912,0.001490713,0.01687414,0.05,0.05,0.0002962963,-0.02249351,0.08410562,0.9905746,1.575701,38306,0.9077648,999,92.99859
56,1789952792.812,-0.4556315,-0.4842087,1.498514,-0.07621948,-0.00670812,-0.03611112,-0.1505201,-0.02005543,-0.007773793,-0.103924,-0.002090451,-0.04209333,-0.002183876,1.19663,-0.03588929,-0.04874215,0,-0.05630433,-0.06556913,-0.03842583,0.7869708,0.1479066,-0.005688067,-0.003924338,0.4298087,0.9640049,1.257322,0.002910154,0.0002962963,23.75965,0.004952441,0.0002647739,0.0002860179,0.001491496,0.01605562,0.05,0.05,0.0002962963,-0.0216678,0.09443231,0.9822199,1.585643,38282,0.9069266,999,92.99241
57,1789952795.399,-0.4514297,-0.4810306,1.498514,-0.07677679,-0.006820771,-0.03000001,-0.1476038,-0.01995795,-0.0002083343,-0.1027201,-0.002083918,-0.03314,-0.002122095,1.234908,-0.03602743,-0.03988138,0,-0.05409346,-0.06666713,-0.04278655,0.7872853,0.1993846,-0.005614234,-0.003931913,0.460133,0.9646243,1.373294,0.002854286,0.0002962963,23.73239,0.004840777,0.0002574097,0.0002780496,0.001451032,0.01632457,0.1,0.1,0.0002962963,-0.02108492,0.08233689,0.993974,1.586724,38092,0.9053968,992.45,92.89249
58,1789952797.983,-0.4470449,-0.4796019,1.498514,-0.07620165,-0.006949845,-0.0425,-0.1470641,-0.019613,-0.00261829,-0.1017456,-0.002079331,-0.04569999,-0.001928414,1.164544,-0.03501418,-0.05473105,0,-0.0565614,-0.07059734,-0.04001172,0.7889082,0.1112085,-0.005669281,-0.003914204,0.4606756,1.075016,1.254892,0.002837586,0.0002962963,23.70471,0.004784419,0.000248886,0.0002662166,0.00143173,0.01611881,0.05,0.05,0.0002962963,-0.01999892,0.08157902,0.9895363,1.587656,38143,0.9041653,998.91,93.24751
59,1789952800.547,-0.4532629,-0.4759248,1.498514,-0.06990378,-0.00712877,-0.105,-0.1524802,-0.02022053,-0.03015836,-0.1051824,-0.002087639,-0.04483332,-0.00230351,1.156257,-0.03617007,-0.05470883,0,-0.05650732,-0.06187029,-0.03664597,0.782598,0.1109919,-0.005621432,-0.00408383,0.4502425,1.142786,1.196442,0.002842251,0.0001975309,23.67972,0.004795386,0.0002392319,0.0002632772,0.001450625,0.01575164,0.1,0.05,0.0001975309,-0.01895263,0.08260088,0.9861212,1.571508,38435,0.9029757,998.94,92.77175
60,1789952803.109,-0.4477805,-0.4652713,1.498514,-0.0756501,-0.006909996,-0.06125,-0.1476319,-0.01954268,-0.0007352393,-0.1016431,-0.002090758,-0.03867999,-0.002111204,1.217845,-0.03534909,-0.04626181,0,-0.05695412,-0.06844334,-0.04218769,0.7875363,0.1662624,-0.00562662,-0.003889634,0.4582438,0.9930465,1.231875,0.002781831,0.0001975309,23.6482,0.004723929,0.0002373797,0.0002602855,0.001444433,0.01658243,0.1,0.1,0.0001975309,-0.02148092,0.08815447,0.9747763,1.581467,38456,0.9013879,996.31,95.79017
61,1789952805.664,-0.4486059,-0.4717497,1.498514,-0.07135832,-0.005873182,-0.03625,-0.1465496,-0.02003711,-0.001769872,-0.1014785,-0.002090727,-0.03368,-0.001855667,1.236696,-0.03429396,-0.04164404,-4.238472e-05,-0.0529685,-0.05779619,-0.03666744,0.7923834,0.1942355,-0.005620706,-0.003863384,0.4594315,1.031337,1.431119,0.002774983,0.0001975309,23.62156,0.004688592,0.0002325494,0.0002535854,0.001427474,0.01583934,0.05,0.05,0.0001975309,-0.01994796,0.08721022,0.9669971,1.580801,38583,0.9001725,997.28,93.7963
62,1789952808.227,-0.4463799,-0.4615401,1.498514,-0.07293834,-0.006926486,-0.03,-0.1419872,-0.01932434,-0.001465964,-0.09861686,-0.002088864,-0.04133499,-0.001858916,1.24596,-0.03518609,-0.04581438,0,-0.05392139,-0.06514698,-0.04051012,0.7879699,0.167199,-0.005593101,-0.003851378,0.4631668,0.9951498,1.143362,0.002748629,0.0001975309,23.5959,0.004644664,0.0002274969,0.000246272,0.001422267,0.01574782,0.1,0.1,0.0001975309,-0.01713974,0.07593955,0.9786842,1.571417,38549,0.8991179,990.29,96.14167
63,1789952810.762,-0.4468248,-0.4552132,1.498514,-0.07290467,-0.006298199,-0.01125,-0.1431728,-0.01921158,-0.002522575,-0.09884883,-0.002088507,-0.04206999,-0.001902126,1.214271,-0.03446674,-0.05116231,0,-0.0547775,-0.06479439,-0.03607824,0.7923698,0.1394626,-0.005633367,-0.003791328,0.4769225,1.024726,1.316191,0.002685264,0.0001316872,23.57881,0.004528494,0.0002188475,0.0002350209,0.001389361,0.01400401,0.15,0.1,0.0001316872,-0.01677271,0.08132491,0.9677801,1.560933,38875,0.8984798,990.61,96.27364
64,1789952813.329,-0.441323,-0.466855,1.498514,-0.07134595,-0.006224173,-0.025,-0.1422488,-0.01944354,-0.0004328031,-0.09737702,-0.002085182,-0.043095,-0.001785274,1.208909,-0.03279336,-0.05070501,0,-0.05447842,-0.06349407,-0.03416561,0.7928151,0.1388995,-0.005610074,-0.003776565,0.4611402,0.9064352,1.168016,0.002716818,0.0002962963,23.5676,0.004568306,0.0002128693,0.0002319028,0.001406716,0.01608474,0,0.1,0.0002962963,-0.01994225,0.1062811,0.9671583,1.58664,38493,0.8981563,994.4,95.9185
65,1789952815.870,-0.440176,-0.4516345,1.498514,-0.07374628,-0.007395213,-0.06000001,-0.1354986,-0.01914872,-0.0005030007,-0.09611157,-0.00207494,-0.05950001,-0.001314845,1.100355,-0.03528387,-0.07225174,0,-0.05474111,-0.07543577,-0.04744058,0.7861873,0,-0.005577417,-0.004048428,0.4555621,0.8915499,1.151098,0.00266006,0.0002962963,23.55557,0.004495555,0.000211941,0.0002280305,0.001395523,0.01716663,0.05,0.05,0.0002962963,-0.02094656,0.0946763,0.9505148,1.584581,38777,0.8973095,990.57,95.52574
66,1789952818.422,-0.4405759,-0.4465607,1.498514,-0.0672228,-0.005206587,-0.006666667,-0.1439715,-0.01921711,-0.000481473,-0.09675767,-0.002088399,-0.03813999,-0.001853223,1.267843,-0.03392606,-0.04317694,0,-0.05213401,-0.05412125,-0.03428546,0.799356,0.1873486,-0.005526244,-0.003651654,0.4723599,1.083863,1.333475,0.002648919,0.0002962963,23.5387,0.004474472,0.0002054653,0.0002220665,0.001398021,0.01653471,0.05,0.05,0.0002962963,-0.02064447,0.09039581,0.9627399,1.583142,38612,0.8967225,982.65,96.21947
67,1789952820.985,-0.4343987,-0.4516718,1.498514,-0.06280541,-0.006045266,-0.04250001,-0.1314423,-0.01990466,-0.0003512892,-0.09008013,-0.002091521,-0.04521999,-0.001746618,1.230685,-0.03496028,-0.05429931,0,-0.05054773,-0.06011677,-0.03229021,0.7945139,0.1120795,-0.005594917,-0.003784881,0.474852,1.126559,1.267454,0.00267496,0.0001975309,23.52722,0.004491533,0.0002042149,0.0002209088,0.00139145,0.01673808,0.1,0.05,0.0001975309,-0.02143318,0.08489944,0.980768,1.576916,38434,0.8961522,997.35,98.02385
68,1789952823.529,-0.4414969,-0.4518934,1.498514,-0.06904908,-0.005971342,-0.0025,-0.1376489,-0.0192841,-0.0001980002,-0.09587467,-0.002088429,-0.04671,-0.001914317,1.201595,-0.03454262,-0.05526311,0,-0.05245187,-0.06279327,-0.03773821,0.7933339,0.1117679,-0.005568525,-0.003730442,0.4554729,0.9866266,1.268599,0.002698463,0.0001975309,23.51452,0.004471487,0.0002044573,0.0002171627,0.001351404,0.0152872,0.1,0.1,0.0001975309,-0.01903172,0.09457943,0.9650393,1.572056,38746,0.8955845,980.61,96.45275
69,1789952826.089,-0.3445379,-0.3660972,1.220261,-0.0525459,-0.004282118,-0.02875,-0.1019273,-0.01535202,-0.0004753572,-0.07066467,-0.001709466,-0.02627501,-0.001478986,1.05647,-0.02723867,-0.03097197,-0.002025599,-0.04056006,-0.04647679,-0.02836552,0.6493694,0.1685515,-0.004587498,-0.003041024,0.4072838,0.8497407,1.107233,0.002640035,0.0001975309,23.50094,0.004376035,0.0001983438,0.0002160666,0.00132159,0.01546448,0.05,0.05,0.0001975309,-0.02069061,0.09043462,0.957552,1.596034,38496,0.8948483,984.95,99.76187
70,1789952828.636,-0.427816,-0.4411715,1.498514,-0.06590521,-0.006320456,-0.01,-0.1339739,-0.01881074,-0.0002815507,-0.09187069,-0.002078498,-0.05650665,-0.001746329,1.208259,-0.0325333,-0.06171563,0,-0.05273272,-0.05991346,-0.0372593,0.7954513,0.07522874,-0.005624141,-0.003678695,0.4639243,1.048377,1.187702,0.002684743,0.0002962963,23.4861,0.004414384,0.0001951185,0.000213593,0.001320929,0.01695057,0.05,0.1,0.0002962963,-0.02056436,0.0891744,0.9606037,1.579819,38695,0.8942162,990.7,99.92603
71,1789952831.193,-0.4308593,-0.4415602,1.498514,-0.06284979,-0.005221178,-0.01666667,-0.1307335,-0.0188432,0,-0.09046382,-0.002083811,-0.03303999,-0.001959828,1.278243,-0.03416171,-0.04290378,0,-0.05138209,-0.05919676,-0.03436304,0.7972198,0.1869767,-0.005612262,-0.00371806,0.4905544,1.107617,1.348914,0.002642728,0.0001975309,23.47463,0.004361097,0.0001928186,0.0002097092,0.001315842,0.01550478,0.1,0.05,0.0001975309,-0.02011878,0.09550797,0.9633451,1.587125,38543,0.8936332,995.25,100.2664
72,1789952833.753,-0.4254774,-0.4380961,1.498514,-0.06460528,-0.006553484,-0.033,-0.1294663,-0.01873322,-0.000586521,-0.0895405,-0.002083603,-0.035552,-0.001527119,1.281969,-0.03375919,-0.0465123,0,-0.05218115,-0.06915691,-0.03459825,0.788999,0.1563583,-0.005609618,-0.003768586,0.4914783,1.101208,1.283749,0.002635794,0.0001975309,23.45295,0.004348557,0.0001938207,0.0002126762,0.001306266,0.0147186,0.1,0.1,0.0001975309,-0.0195699,0.08085985,0.9622359,1.586083,38576,0.8924007,997.44,100.3362
73,1789952836.316,-0.415939,-0.4569775,1.498514,-0.05994013,-0.005360635,-0.035,-0.1185675,-0.01890686,0,-0.08093321,-0.002085867,-0.03142,-0.001530714,1.314861,-0.0339446,-0.03606588,0,-0.04952507,-0.05423027,-0.03100204,0.7987626,0.2248794,-0.005517765,-0.003664143,0.5009604,1.080795,1.341476,0.002643922,0.0001975309,23.4319,0.004317647,0.0001897737,0.0002109844,0.001272967,0.01672312,0.1,0.1,0.0001975309,-0.01927326,0.08407769,0.9743485,1.582454,38448,0.8916823,990.9,101.1801
74,1789952838.885,-0.4182942,-0.4395251,1.498514,-0.06078003,-0.005295072,-0.015,-0.1284584,-0.01863965,-0.0002793135,-0.08765458,-0.00208987,-0.03581333,-0.001750208,1.27846,-0.031776,-0.04320148,0,-0.05119827,-0.05944287,-0.03450909,0.8013272,0.1868481,-0.005635483,-0.003575993,0.5062066,1.053567,1.325792,0.002638503,0.0001975309,23.42117,0.004256916,0.0001887776,0.0002067503,0.001222885,0.01581516,0.05,0.05,0.0001975309,-0.02007399,0.09116322,0.981663,1.574349,38459,0.8913406,990.9,101.2685
75,1789952841.421,-0.4136491,-0.4340793,1.498514,-0.06078019,-0.00562513,0,-0.1277787,-0.01818765,-0.0005329371,-0.08765922,-0.002089357,-0.05394001,-0.001583245,1.214758,-0.03190635,-0.06781247,-5.891167e-05,-0.05180606,-0.05735352,-0.0365024,0.7996008,0.0370337,-0.005633888,-0.003654151,0.4949352,1.066951,1.287355,0.002647817,0.0001975309,23.41727,0.004217683,0.0001867411,0.000202172,0.001180953,0.01593747,0.1,0.1,0.0001975309,-0.01875083,0.09708187,0.9666538,1.562404,38869,0.8912954,993.17,101.6336
76,1789952843.990,-0.4124609,-0.4252474,1.498514,-0.05952109,-0.004814032,0,-0.1261852,-0.01850624,0,-0.08619839,-0.002080309,-0.04204,-0.001726346,1.295685,-0.03180479,-0.04576882,0,-0.05090611,-0.05208708,-0.03245419,0.7989163,0.1683924,-0.005615192,-0.003563695,0.5352362,1.116327,1.227019,0.002668049,0.0001975309,23.41066,0.004217284,0.0001845088,0.0002002056,0.00116452,0.01534913,0.1,0.1,0.0001975309,-0.01956925,0.0947115,0.9684758,1.587981,38453,0.8907414,997.4,102.8365
77,1789952846.533,-0.407976,-0.425849,1.498514,-0.0599279,-0.005587736,0,-0.1241843,-0.01840068,-0.0008847378,-0.08542618,-0.002077729,-0.04055999,-0.001706786,1.299585,-0.03205416,-0.04594634,0,-0.05106787,-0.05477293,-0.03424691,0.8006428,0.16836,-0.005620422,-0.003574799,0.5291766,1.052197,1.17071,0.002676812,8.779149e-05,23.39727,0.004237473,0.0001817912,0.0001963494,0.00118252,0.01709579,0.15,0.05,8.779149e-05,-0.02014756,0.09050791,0.9527156,1.583549,38759,0.8902781,991.87,102.9025
78,1789952849.090,-0.4110302,-0.4260502,1.498514,-0.05944158,-0.005064284,-0.008333335,-0.1199408,-0.01865783,0,-0.08271411,-0.002082472,-0.02759334,-0.001274763,1.341078,-0.03154285,-0.03725687,0,-0.05000476,-0.05907417,-0.02981604,0.7993228,0.2246983,-0.005590686,-0.003505768,0.5134618,0.9792411,1.364635,0.002687973,0.0001975309,23.39068,0.004210985,0.000177469,0.0001902868,0.001155257,0.01434282,0,0.1,0.0001975309,-0.01752935,0.08982395,0.9640007,1.585942,38551,0.8899312,988.61,102.4673
79,1789952851.654,-0.4122899,-0.4183865,1.498514,-0.05829572,-0.00544275,-0.003,-0.1242562,-0.01773824,0,-0.08433145,-0.002071447,-0.039036,-0.001502495,1.29549,-0.03189503,-0.04808586,0,-0.050691,-0.0567778,-0.03253909,0.7996432,0.1569795,-0.005591698,-0.003587551,0.5082568,1.068221,1.443052,0.002712166,0.0001316872,23.37974,0.004228394,0.0001767259,0.0001873076,0.001152194,0.01628689,0.1,0.05,0.0001316872,-0.01810492,0.09483615,0.964725,1.586736,38528,0.8894789,971.03,100.3122
80,1789952854.176,-0.4110943,-0.4258939,1.498514,-0.05552059,-0.005919366,-0.06999999,-0.1285931,-0.0180814,0,-0.08785482,-0.002087401,-0.05393332,-0.001715545,1.244659,-0.03137708,-0.06118996,0,-0.05186787,-0.06671844,-0.03547981,0.7939938,0.07398392,-0.005604816,-0.003771664,0.5307423,1.080228,1.208227,0.002673296,0.0001316872,23.37353,0.004178884,0.0001758218,0.0001885943,0.001141172,0.01331452,0,0,0.0001316872,-0.01418281,0.1005659,0.9767904,1.537966,39090,0.8892157,962.52,101.0471
81,1789952856.740,-0.4069427,-0.4206427,1.498514,-0.0578573,-0.005093595,-0.01125,-0.1231748,-0.01820701,0,-0.08429422,-0.00209266,-0.038765,-0.001443954,1.309497,-0.03213312,-0.04973311,0,-0.04848458,-0.05628947,-0.03414985,0.7976737,0.140349,-0.005577045,-0.003636607,0.5200713,1.121731,1.361515,0.002697506,0.0001975309,23.36709,0.004151155,0.000171395,0.0001836116,0.001098642,0.01522271,0,0.05,0.0001975309,-0.01698629,0.0938366,0.9679508,1.582692,38540,0.8891116,961.59,100.6152
82,1789952859.309,-0.4115362,-0.401922,1.498514,-0.05465128,-0.005015473,-0.005,-0.1226273,-0.01786218,0,-0.08342823,-0.002086269,-0.04373999,-0.001769167,1.28691,-0.03183567,-0.05453924,0,-0.04918137,-0.05251403,-0.03492493,0.7957758,0.1126145,-0.005607824,-0.003647282,0.5026383,1.208025,1.258998,0.002657045,0.0001975309,23.36079,0.004107233,0.0001681279,0.0001829644,0.001099095,0.01677728,0.05,0.05,0.0001975309,-0.01896492,0.08860965,0.9725111,1.589657,38367,0.8885177,965.61,100.6436
83,1789952861.891,-0.4067927,-0.4142126,1.498514,-0.05750179,-0.005402153,-0.03333334,-0.1257116,-0.01783732,-0.003531385,-0.08564298,-0.002087508,-0.04352,-0.001616751,1.298176,-0.03075225,-0.04754883,-0.0001809357,-0.05112506,-0.05489966,-0.0334907,0.8000602,0.150536,-0.005570469,-0.003693353,0.5368515,1.105351,1.540318,0.002632444,0.0001975309,23.34503,0.004048454,0.0001637104,0.000179255,0.001073044,0.01536855,0.05,0.05,0.0001975309,-0.01734894,0.07659597,0.9755399,1.593327,38267,0.8878095,987.32,103.1845
84,1789952864.473,-0.40812,-0.4179197,1.498514,-0.05520169,-0.005302032,-0.01,-0.1214786,-0.01787643,-1.210475e-05,-0.08284904,-0.002083834,-0.045228,-0.001434845,1.286195,-0.03179538,-0.05429059,0,-0.04979859,-0.05802723,-0.03493577,0.7972894,0.1126396,-0.005564943,-0.003647401,0.526365,1.094507,1.275237,0.002626865,0.0001316872,23.32973,0.004061049,0.0001614214,0.0001797941,0.001092968,0.01670807,0.1,0.05,0.0001316872,-0.01850113,0.08791196,0.9810178,1.594046,38175,0.8873014,986.8,103.6758
85,1789952867.059,-0.4087447,-0.4225955,1.498514,-0.05569348,-0.004636876,-0.001666667,-0.1257777,-0.01753763,-0.0005229817,-0.08459759,-0.002075212,-0.05111333,-0.001430899,1.283443,-0.03128102,-0.06089579,0,-0.04958516,-0.05355619,-0.03624022,0.8028433,0.07518746,-0.005579496,-0.003581589,0.5204396,1.205726,1.314207,0.002659019,0.0001316872,23.32041,0.00410203,0.0001616066,0.0001772731,0.001104132,0.0141738,0,0,0.0001316872,-0.01621993,0.09227282,0.9974904,1.581162,38122,0.8868141,996.23,106.6752
86,1789952869.644,-0.395154,-0.4009601,1.498514,-0.05578823,-0.004498459,-0.0025,-0.1202629,-0.01707484,0,-0.08133073,-0.002074477,-0.03937999,-0.001480719,1.31226,-0.03015733,-0.04516707,-7.41765e-06,-0.05015133,-0.05175729,-0.03356127,0.8036236,0.1694748,-0.00554589,-0.003558547,0.539133,1.015035,1.376997,0.002679109,0.0001316872,23.31414,0.004084881,0.0001601657,0.0001748421,0.001070764,0.01455329,0,0,0.0001316872,-0.01506401,0.1156567,0.9892614,1.581279,38242,0.8868798,961.45,102.127
87,1789952872.224,-0.3728524,-0.3684502,1.376511,-0.05087113,-0.004388512,-0.03000001,-0.115603,-0.01598487,-0.001385109,-0.07869144,-0.00192077,-0.04683332,-0.001633385,1.160424,-0.02832626,-0.05266802,-0.005810183,-0.04533478,-0.05278919,-0.03617796,0.7357013,0.07581867,-0.005177372,-0.003431519,0.4734494,1.11425,1.327474,0.002711389,0.0001316872,23.30998,0.004099333,0.0001592247,0.0001715108,0.001057208,0.01409006,0,0,0.0001316872,-0.0153363,0.1074006,0.9963841,1.577081,38199,0.8863291,969.03,104.0195
88,1789952874.801,-0.398086,-0.4054585,1.498514,-0.05335137,-0.00567953,0,-0.1252159,-0.01744837,-0.0004197753,-0.08520481,-0.00210103,-0.05436998,-0.001727436,1.277159,-0.03076896,-0.0631901,0,-0.05208632,-0.07173359,-0.03506126,0.7929823,0.05627891,-0.005573101,-0.003685205,0.5295806,1.023667,1.216006,0.002721884,0.0001316872,23.29946,0.004162406,0.000156419,0.0001707142,0.001113389,0.01483853,0,0,0.0001316872,-0.01469108,0.09648713,0.9860334,1.583344,38259,0.8860677,984.16,104.1261
89,1789952877.370,-0.4078136,-0.4150454,1.498514,-0.05214502,-0.00519981,0,-0.1289846,-0.0182976,-5.344272e-05,-0.08536828,-0.002096675,-0.04741999,-0.002042715,1.30251,-0.02972343,-0.05475077,0,-0.05354976,-0.05847111,-0.03195523,0.7938637,0.1121269,-0.005557706,-0.003679956,0.5334515,1.066828,1.262501,0.002682574,0.0001316872,23.29003,0.004116973,0.0001546192,0.0001686022,0.001111177,0.01602028,0,0,0.0001316872,-0.01462375,0.09177891,0.9756024,1.585775,38379,0.8853998,988.36,106.4177
